Frequency,ADS,,,HFSS,,,Theory,
5780000000,1.70E-10,0.1703071,,1.82E-10,0.181798018,,9.80E-09,0.097979924
5800000000,1.69E-10,0.169457222,,1.81E-10,0.181082753,,9.76E-09,0.09757102
5820000000,1.69E-10,0.168640661,,1.80E-10,0.180388515,,9.72E-09,0.097179988
5840000000,1.68E-10,0.167857895,,1.80E-10,0.179716319,,9.68E-09,0.096807012
5860000000,1.67E-10,0.167109375,,1.79E-10,0.179067148,,9.65E-09,0.096452258
5880000000,1.66E-10,0.166395518,,1.78E-10,0.178441951,,9.61E-09,0.096115886
5900000000,1.66E-10,0.16571672,,1.78E-10,0.177841647,,9.58E-09,0.095798041
5920000000,1.65E-10,0.165073357,,1.77E-10,0.177267134,,9.55E-09,0.095498862
5940000000,1.64E-10,0.164465791,,1.77E-10,0.176719284,,9.52E-09,0.095218483
5960000000,1.64E-10,0.163894371,,1.76E-10,0.176198951,,9.50E-09,0.094957031
5980000000,1.63E-10,0.163359441,,1.76E-10,0.175706977,,9.47E-09,0.094714634
6000000000,1.63E-10,0.162861345,,1.75E-10,0.175244192,,9.45E-09,0.094491416
6020000000,1.62E-10,0.162400425,,1.75E-10,0.174811418,,9.43E-09,0.094287504
6040000000,1.62E-10,0.161977032,,1.74E-10,0.174409476,,9.41E-09,0.094103027
6060000000,1.62E-10,0.161591527,,1.74E-10,0.174039187,,9.39E-09,0.093938118
6080000000,1.61E-10,0.161244283,,1.74E-10,0.173701379,,9.38E-09,0.093792917
6100000000,1.61E-10,0.160935692,,1.73E-10,0.173396889,,9.37E-09,0.093667571
6120000000,1.61E-10,0.160666169,,1.73E-10,0.173126569,,9.36E-09,0.093562235
6140000000,1.60E-10,0.160436155,,1.73E-10,0.172891291,,9.35E-09,0.093477078
6160000000,1.60E-10,0.16024612,,1.73E-10,0.172691949,,9.34E-09,0.093412278
6180000000,1.60E-10,0.160096569,,1.73E-10,0.172529469,,9.34E-09,0.09336803
6200000000,1.60E-10,0.159988045,,1.72E-10,0.172404811,,9.33E-09,0.093344543
6220000000,1.60E-10,0.159921137,,1.72E-10,0.172318974,,9.33E-09,0.093342046
6240000000,1.60E-10,0.159896478,,1.72E-10,0.172273005,,9.34E-09,0.093360787
6260000000,1.60E-10,0.159914755,,1.72E-10,0.172268003,,9.34E-09,0.093401032
6280000000,1.60E-10,0.159976714,,1.72E-10,0.172305125,,9.35E-09,0.093463077
6300000000,1.60E-10,0.160083162,,1.72E-10,0.172385595,,9.35E-09,0.093547237
6320000000,1.60E-10,0.160234976,,1.73E-10,0.172510711,,9.37E-09,0.093653861
6340000000,1.60E-10,0.160433106,,1.73E-10,0.172681854,,9.38E-09,0.093783324
6360000000,1.61E-10,0.160678584,,1.73E-10,0.172900493,,9.39E-09,0.093936035
6380000000,1.61E-10,0.160972532,,1.73E-10,0.173168198,,9.41E-09,0.094112439
6400000000,1.61E-10,0.161316163,,1.73E-10,0.173486649,,9.43E-09,0.094313021
6420000000,1.62E-10,0.161710796,,1.74E-10,0.173857648,,9.45E-09,0.094538304
6440000000,1.62E-10,0.162157863,,1.74E-10,0.174283128,,9.48E-09,0.09478886
6460000000,1.63E-10,0.162658915,,1.75E-10,0.174765169,,9.51E-09,0.095065307
6480000000,1.63E-10,0.163215635,,1.75E-10,0.17530601,,9.54E-09,0.095368317
6500000000,1.64E-10,0.163829851,,1.76E-10,0.175908067,,9.57E-09,0.095698621
6520000000,1.65E-10,0.164503544,,1.77E-10,0.176573948,,9.61E-09,0.096057009
6540000000,1.65E-10,0.165238864,,1.77E-10,0.177306472,,9.64E-09,0.09644434
6560000000,1.66E-10,0.166038144,,1.78E-10,0.178108688,,9.69E-09,0.096861547
6580000000,1.67E-10,0.166903917,,1.79E-10,0.178983902,,9.73E-09,0.097309642
6600000000,1.68E-10,0.167838931,,1.80E-10,0.1799357,,9.78E-09,0.097789722
6620000000,1.69E-10,0.168846171,,1.81E-10,0.180967972,,9.83E-09,0.098302983
6640000000,1.70E-10,0.169928882,,1.82E-10,0.182084947,,9.89E-09,0.09885072
6660000000,1.71E-10,0.171090588,,1.83E-10,0.183291228,,9.94E-09,0.099434341
6680000000,1.72E-10,0.172335121,,1.85E-10,0.184591824,,1.00E-08,0.10005538
6700000000,1.74E-10,0.17366665,,1.86E-10,0.185992199,,1.01E-08,0.100715502
6720000000,1.75E-10,0.175089713,,1.87E-10,0.187498311,,1.01E-08,0.101416524
6740000000,1.77E-10,0.176609252,,1.89E-10,0.189116671,,1.02E-08,0.102160422
6760000000,1.78E-10,0.178230652,,1.91E-10,0.190854398,,1.03E-08,0.102949352
6780000000,1.80E-10,0.179959785,,1.93E-10,0.192719282,,1.04E-08,0.103785665
6800000000,1.82E-10,0.181803057,,1.95E-10,0.194719859,,1.05E-08,0.10467193
6820000000,1.84E-10,0.183767463,,1.97E-10,0.196865487,,1.06E-08,0.105610953
6840000000,1.86E-10,0.185860646,,1.99E-10,0.199166444,,1.07E-08,0.106605805
6860000000,1.88E-10,0.188090959,,2.02E-10,0.201634017,,1.08E-08,0.107659847
6880000000,1.90E-10,0.190467541,,2.04E-10,0.204280624,,1.09E-08,0.108776764
6900000000,1.93E-10,0.193000395,,2.07E-10,0.207119933,,1.10E-08,0.109960598
6920000000,1.96E-10,0.195700476,,2.10E-10,0.210167001,,1.11E-08,0.111215788
6940000000,1.99E-10,0.198579785,,2.13E-10,0.21343843,,1.13E-08,0.112547213
6960000000,2.02E-10,0.201651478,,2.17E-10,0.216952537,,1.14E-08,0.113960244
6980000000,2.05E-10,0.204929978,,2.21E-10,0.22072954,,1.15E-08,0.115460794
7000000000,2.08E-10,0.208431098,,2.25E-10,0.224791771,,1.17E-08,0.117055387
7020000000,2.12E-10,0.212172177,,2.29E-10,0.229163898,,1.19E-08,0.11875122
7040000000,2.16E-10,0.216172219,,2.34E-10,0.233873171,,1.21E-08,0.120556244
7060000000,2.20E-10,0.22045204,,2.39E-10,0.238949687,,1.22E-08,0.122479252
7080000000,2.25E-10,0.225034417,,2.44E-10,0.244426666,,1.25E-08,0.12452997
7100000000,2.30E-10,0.22994424,,2.50E-10,0.250340738,,1.27E-08,0.126719168
7120000000,2.35E-10,0.235208647,,2.57E-10,0.25673223,,1.29E-08,0.129058774
7140000000,2.41E-10,0.240857149,,2.64E-10,0.263645436,,1.32E-08,0.131562007
7160000000,2.47E-10,0.24692171,,2.71E-10,0.271128856,,1.34E-08,0.134243512
7180000000,2.53E-10,0.253436777,,2.79E-10,0.279235367,,1.37E-08,0.137119511
7200000000,2.60E-10,0.260439221,,2.88E-10,0.288022278,,1.40E-08,0.140207965
7220000000,2.68E-10,0.267968149,,2.98E-10,0.297551221,,1.44E-08,0.143528729
7240000000,2.76E-10,0.276064526,,3.08E-10,0.307887767,,1.47E-08,0.147103717
7260000000,2.85E-10,0.284770536,,3.19E-10,0.31910067,,1.51E-08,0.150957051
7280000000,2.94E-10,0.294128566,,3.31E-10,0.331260554,,1.55E-08,0.155115175
7300000000,3.04E-10,0.304179685,,3.44E-10,0.344437848,,1.60E-08,0.159606931
7320000000,3.15E-10,0.314961425,,3.59E-10,0.358699662,,1.64E-08,0.164463545
7340000000,3.27E-10,0.326504637,,3.74E-10,0.374105266,,1.70E-08,0.169718476
7360000000,3.39E-10,0.338829122,,3.91E-10,0.390699721,,1.75E-08,0.175407069
7380000000,3.52E-10,0.351937684,,4.09E-10,0.40850516,,1.82E-08,0.1815659
7400000000,3.66E-10,0.365808187,,4.28E-10,0.42750916,,1.88E-08,0.188231673
7420000000,3.80E-10,0.380383164,,4.48E-10,0.447649681,,1.95E-08,0.195439477
7440000000,3.96E-10,0.395556534,,4.69E-10,0.468796191,,2.03E-08,0.203220123
7460000000,4.11E-10,0.411157089,,4.91E-10,0.490726953,,2.12E-08,0.211596194
7480000000,4.27E-10,0.426928644,,5.13E-10,0.513102993,,2.21E-08,0.22057629
7500000000,4.43E-10,0.442507178,,5.35E-10,0.535440182,,2.30E-08,0.230146837
7520000000,4.57E-10,0.457395939,,5.57E-10,0.55708179,,2.40E-08,0.240260559
7540000000,4.71E-10,0.470940279,,5.77E-10,0.577174686,,2.51E-08,0.250820567
7560000000,4.82E-10,0.48230476,,5.95E-10,0.594652058,,2.62E-08,0.261658691
7580000000,4.90E-10,0.490455204,,6.08E-10,0.608222986,,2.73E-08,0.272506415
7600000000,4.94E-10,0.49414717,,6.16E-10,0.616362375,,2.83E-08,0.28295636
7620000000,4.92E-10,0.491918385,,6.17E-10,0.61728112,,2.92E-08,0.292411493
7640000000,4.82E-10,0.482074681,,6.09E-10,0.608831418,,3.00E-08,0.300017595
7660000000,4.63E-10,0.462645256,,5.88E-10,0.588256219,,3.05E-08,0.304570497
7680000000,4.31E-10,0.431261579,,5.52E-10,0.551597215,,3.04E-08,0.304380089
7700000000,3.85E-10,0.384880369,,4.92E-10,0.492349861,,2.97E-08,0.297051432
7720000000,3.19E-10,0.319211833,,3.98E-10,0.398335214,,2.79E-08,0.279095269
7740000000,2.28E-10,0.227596323,,2.44E-10,0.243852407,,2.45E-08,0.245174977
7760000000,9.88E-11,0.09881707,,-3.24E-11,-0.032363256,,1.87E-08,0.186566063
7780000000,-8.72E-11,-0.087213422,,-5.96E-10,-0.596048638,,8.79E-09,0.087908411
7800000000,-3.68E-10,-0.367942294,,-1.89E-09,-1.892639278,,-7.95E-09,-0.079548197
7820000000,-8.13E-10,-0.812851703,,-4.06E-09,-4.058286476,,-3.70E-08,-0.369676877
7840000000,-1.53E-09,-1.528723772,,-4.62E-09,-4.616732131,,-8.60E-08,-0.860486751
7860000000,-2.51E-09,-2.507371574,,-2.76E-09,-2.755583074,,-1.50E-07,-1.499320436
7880000000,-3.00E-09,-3.002274538,,-1.08E-09,-1.080172155,,-1.70E-07,-1.699435371
7900000000,-2.20E-09,-2.200731953,,-3.58E-10,-0.358161818,,-1.18E-07,-1.183105265
7920000000,-1.14E-09,-1.136967803,,-4.49E-11,-0.044902811,,-6.23E-08,-0.622949591
7940000000,-4.77E-10,-0.476597299,,1.07E-10,0.107438359,,-2.76E-08,-0.276310889
7960000000,-1.25E-10,-0.125096685,,1.88E-10,0.18795194,,-8.26E-09,-0.082633402
7980000000,6.29E-11,0.062876445,,2.33E-10,0.232578846,,2.66E-09,0.026621089
8000000000,1.67E-10,0.166881738,,2.58E-10,0.257722047,,9.00E-09,0.089968312
8020000000,2.26E-10,0.226105733,,2.72E-10,0.271642,,1.27E-08,0.127462338
8040000000,2.60E-10,0.260294667,,2.79E-10,0.27882591,,1.50E-08,0.149796288
8060000000,2.80E-10,0.279892968,,2.82E-10,0.281857317,,1.63E-08,0.162927025
8080000000,2.91E-10,0.290704005,,2.82E-10,0.282291828,,1.70E-08,0.170320461
8100000000,2.96E-10,0.296096013,,2.81E-10,0.28109885,,1.74E-08,0.17407091
8120000000,2.98E-10,0.29809682,,2.79E-10,0.278898398,,1.75E-08,0.175483959
8140000000,2.98E-10,0.297964332,,2.76E-10,0.276094629,,1.75E-08,0.175394022
8160000000,2.96E-10,0.296497621,,2.73E-10,0.272954397,,1.74E-08,0.174344758
8180000000,2.94E-10,0.294213594,,2.70E-10,0.269655121,,1.73E-08,0.172695468
8200000000,2.91E-10,0.291450968,,2.66E-10,0.266314844,,1.71E-08,0.170685904
8220000000,2.88E-10,0.288433397,,2.63E-10,0.2630116,,1.68E-08,0.168476862
8240000000,2.85E-10,0.285308854,,2.60E-10,0.259796136,,1.66E-08,0.166176214
8260000000,2.82E-10,0.282174785,,2.57E-10,0.25670045,,1.64E-08,0.163855939
8280000000,2.79E-10,0.279094503,,2.54E-10,0.253743586,,1.62E-08,0.161563468
8300000000,2.76E-10,0.276108067,,2.51E-10,0.250935626,,1.59E-08,0.159329334
8320000000,2.73E-10,0.273239598,,2.48E-10,0.248280467,,1.57E-08,0.157172407
8340000000,2.71E-10,0.270502278,,2.46E-10,0.245777768,,1.55E-08,0.155103504
8360000000,2.68E-10,0.267901792,,2.43E-10,0.243424326,,1.53E-08,0.153127904
8380000000,2.65E-10,0.26543872,,2.41E-10,0.241215045,,1.51E-08,0.151247103
8400000000,2.63E-10,0.263110216,,2.39E-10,0.239143628,,1.49E-08,0.149460055
8420000000,2.61E-10,0.26091118,,2.37E-10,0.237203072,,1.48E-08,0.14776404
8440000000,2.59E-10,0.258835099,,2.35E-10,0.235386008,,1.46E-08,0.146155281
8460000000,2.57E-10,0.256874628,,2.34E-10,0.233684949,,1.45E-08,0.144629377
8480000000,2.55E-10,0.255022007,,2.32E-10,0.232092461,,1.43E-08,0.143181609
8500000000,2.53E-10,0.25326935,,2.31E-10,0.230601275,,1.42E-08,0.141807146
8520000000,2.52E-10,0.25160885,,2.29E-10,0.229204369,,1.41E-08,0.140501195
8540000000,2.50E-10,0.250032914,,2.28E-10,0.227895015,,1.39E-08,0.139259095
8560000000,2.49E-10,0.248534258,,2.27E-10,0.226666808,,1.38E-08,0.138076383
8580000000,2.47E-10,0.247105964,,2.26E-10,0.225513684,,1.37E-08,0.136948833
8600000000,2.46E-10,0.24574152,,2.24E-10,0.224429923,,1.36E-08,0.135872473
8620000000,2.44E-10,0.244434835,,2.23E-10,0.223410145,,1.35E-08,0.134843604
8640000000,2.43E-10,0.243180249,,2.22E-10,0.222449306,,1.34E-08,0.13385879
8660000000,2.42E-10,0.241972527,,2.22E-10,0.221542685,,1.33E-08,0.132914861
8680000000,2.41E-10,0.240806856,,2.21E-10,0.220685873,,1.32E-08,0.132008901
8700000000,2.40E-10,0.239678827,,2.20E-10,0.219874759,,1.31E-08,0.131138236
8720000000,2.39E-10,0.238584428,,2.19E-10,0.219105513,,1.30E-08,0.130300423
8740000000,2.38E-10,0.237520016,,2.18E-10,0.218374576,,1.29E-08,0.129493234
8760000000,2.36E-10,0.236482312,,2.18E-10,0.217678642,,1.29E-08,0.128714643
8780000000,2.35E-10,0.235468372,,2.17E-10,0.217014643,,1.28E-08,0.127962812
8800000000,2.34E-10,0.234475574,,2.16E-10,0.216379741,,1.27E-08,0.127236077
8820000000,2.34E-10,0.233501596,,2.16E-10,0.215771308,,1.27E-08,0.126532935
8840000000,2.33E-10,0.232544403,,2.15E-10,0.215186918,,1.26E-08,0.12585203
8860000000,2.32E-10,0.23160222,,2.15E-10,0.214624334,,1.25E-08,0.125192142
8880000000,2.31E-10,0.230673526,,2.14E-10,0.214081496,,1.25E-08,0.124552177
8900000000,2.30E-10,0.229757024,,2.14E-10,0.213556511,,1.24E-08,0.123931153
8920000000,2.29E-10,0.228851636,,2.13E-10,0.213047644,,1.23E-08,0.123328192
8940000000,2.28E-10,0.227956479,,2.13E-10,0.212553307,,1.23E-08,0.122742511
8960000000,2.27E-10,0.227070854,,2.12E-10,0.212072051,,1.22E-08,0.122173413
8980000000,2.26E-10,0.226194229,,2.12E-10,0.211602555,,1.22E-08,0.121620277
9000000000,2.25E-10,0.225326226,,2.11E-10,0.211143625,,1.21E-08,0.121082555
9020000000,2.24E-10,0.224466606,,2.11E-10,0.210694176,,1.21E-08,0.120559758
9040000000,2.24E-10,0.223615258,,2.10E-10,0.210253236,,1.20E-08,0.120051458
9060000000,2.23E-10,0.222772185,,2.10E-10,0.20981993,,1.20E-08,0.119557275
9080000000,2.22E-10,0.221937491,,2.09E-10,0.209393478,,1.19E-08,0.119076875
9100000000,2.21E-10,0.221111374,,2.09E-10,0.20897319,,1.19E-08,0.118609964
9120000000,2.20E-10,0.220294111,,2.09E-10,0.208558456,,1.18E-08,0.118156285
9140000000,2.19E-10,0.219486049,,2.08E-10,0.208148745,,1.18E-08,0.117715612
9160000000,2.19E-10,0.218687597,,2.08E-10,0.207743596,,1.17E-08,0.117287744
9180000000,2.18E-10,0.217899216,,2.07E-10,0.207342616,,1.17E-08,0.116872507
9200000000,2.17E-10,0.21712141,,2.07E-10,0.206945472,,1.16E-08,0.116469745
9220000000,2.16E-10,0.21635472,,2.07E-10,0.20655189,,1.16E-08,0.116079323
9240000000,2.16E-10,0.215599715,,2.06E-10,0.206161646,,1.16E-08,0.115701116
9260000000,2.15E-10,0.214856984,,2.06E-10,0.205774569,,1.15E-08,0.115335016
9280000000,2.14E-10,0.214127134,,2.05E-10,0.205390527,,1.15E-08,0.114980921
9300000000,2.13E-10,0.213410779,,2.05E-10,0.205009433,,1.15E-08,0.114638741
9320000000,2.13E-10,0.21270854,,2.05E-10,0.204631235,,1.14E-08,0.114308388
9340000000,2.12E-10,0.212021034,,2.04E-10,0.204255915,,1.14E-08,0.11398978
9360000000,2.11E-10,0.211348874,,2.04E-10,0.203883485,,1.14E-08,0.113682839
9380000000,2.11E-10,0.210692666,,2.04E-10,0.203513984,,1.13E-08,0.113387487
9400000000,2.10E-10,0.210052998,,2.03E-10,0.203147476,,1.13E-08,0.113103645
9420000000,2.09E-10,0.209430446,,2.03E-10,0.202784045,,1.13E-08,0.112831235
9440000000,2.09E-10,0.208825563,,2.02E-10,0.202423793,,1.13E-08,0.112570175
9460000000,2.08E-10,0.208238882,,2.02E-10,0.202066839,,1.12E-08,0.112320381
9480000000,2.08E-10,0.207670912,,2.02E-10,0.201713316,,1.12E-08,0.112081766
9500000000,2.07E-10,0.207122132,,2.01E-10,0.201363365,,1.12E-08,0.111854236
9520000000,2.07E-10,0.206592996,,2.01E-10,0.201017139,,1.12E-08,0.111637694
9540000000,2.06E-10,0.206083926,,2.01E-10,0.200674798,,1.11E-08,0.111432034
9560000000,2.06E-10,0.205595312,,2.00E-10,0.200336504,,1.11E-08,0.111237148
9580000000,2.05E-10,0.205127512,,2.00E-10,0.200002426,,1.11E-08,0.111052916
9600000000,2.05E-10,0.204680851,,2.00E-10,0.199672731,,1.11E-08,0.110879216
9620000000,2.04E-10,0.204255616,,1.99E-10,0.199347588,,1.11E-08,0.110715913
9640000000,2.04E-10,0.203852062,,1.99E-10,0.199027165,,1.11E-08,0.110562869
9660000000,2.03E-10,0.203470407,,1.99E-10,0.198711627,,1.10E-08,0.110419935
9680000000,2.03E-10,0.20311083,,1.98E-10,0.198401133,,1.10E-08,0.110286953
9700000000,2.03E-10,0.202773477,,1.98E-10,0.19809584,,1.10E-08,0.110163759
9720000000,2.02E-10,0.202458453,,1.98E-10,0.197795896,,1.10E-08,0.110050178
9740000000,2.02E-10,0.202165827,,1.98E-10,0.197501445,,1.10E-08,0.109946028
9760000000,2.02E-10,0.201895632,,1.97E-10,0.197212622,,1.10E-08,0.109851115
9780000000,2.02E-10,0.201647859,,1.97E-10,0.196929553,,1.10E-08,0.109765241
9800000000,2.01E-10,0.201422465,,1.97E-10,0.196652355,,1.10E-08,0.109688194
9820000000,2.01E-10,0.201219368,,1.96E-10,0.196381136,,1.10E-08,0.109619757
9840000000,2.01E-10,0.201038447,,1.96E-10,0.196115995,,1.10E-08,0.109559702
9860000000,2.01E-10,0.200879545,,1.96E-10,0.195857017,,1.10E-08,0.109507792
9880000000,2.01E-10,0.200742465,,1.96E-10,0.19560428,,1.09E-08,0.109463784
9900000000,2.01E-10,0.200626974,,1.95E-10,0.195357849,,1.09E-08,0.109427422
9920000000,2.01E-10,0.200532803,,1.95E-10,0.195117778,,1.09E-08,0.109398446
9940000000,2.00E-10,0.200459641,,1.95E-10,0.194884111,,1.09E-08,0.109376586
9960000000,2.00E-10,0.200407146,,1.95E-10,0.194656879,,1.09E-08,0.109361563
9980000000,2.00E-10,0.200374934,,1.94E-10,0.194436101,,1.09E-08,0.109353092
10000000000,2.00E-10,0.200362586,,1.94E-10,0.194327328,,1.09E-08,0.10935088
10020000000,2.00E-10,0.200369649,,1.95E-10,0.195069697,,1.09E-08,0.109354626
10040000000,2.00E-10,0.200395631,,1.95E-10,0.194835794,,1.09E-08,0.109364024
10060000000,2.00E-10,0.200440006,,1.95E-10,0.194609732,,1.09E-08,0.109378761
10080000000,2.01E-10,0.200502211,,1.94E-10,0.1943914,,1.09E-08,0.109398515
10100000000,2.01E-10,0.20058165,,1.94E-10,0.194180664,,1.09E-08,0.109422963
10120000000,2.01E-10,0.200677694,,1.94E-10,0.19397737,,1.09E-08,0.109451774
10140000000,2.01E-10,0.200789676,,1.94E-10,0.193781346,,1.09E-08,0.109484614
10160000000,2.01E-10,0.2009169,,1.94E-10,0.193592399,,1.10E-08,0.109521142
10180000000,2.01E-10,0.201058636,,1.93E-10,0.193410323,,1.10E-08,0.109561016
10200000000,2.01E-10,0.201214124,,1.93E-10,0.193234892,,1.10E-08,0.109603891
10220000000,2.01E-10,0.201382571,,1.93E-10,0.193065872,,1.10E-08,0.109649417
10240000000,2.02E-10,0.201563157,,1.93E-10,0.192903013,,1.10E-08,0.109697246
10260000000,2.02E-10,0.201755032,,1.93E-10,0.192746056,,1.10E-08,0.109747026
10280000000,2.02E-10,0.20195732,,1.93E-10,0.192594731,,1.10E-08,0.109798405
10300000000,2.02E-10,0.202169118,,1.92E-10,0.192448762,,1.10E-08,0.109851033
10320000000,2.02E-10,0.202389501,,1.92E-10,0.192307864,,1.10E-08,0.109904559
10340000000,2.03E-10,0.202617518,,1.92E-10,0.19217175,,1.10E-08,0.109958634
10360000000,2.03E-10,0.202852201,,1.92E-10,0.192040126,,1.10E-08,0.110012913
10380000000,2.03E-10,0.20309256,,1.92E-10,0.191912696,,1.10E-08,0.110067054
10400000000,2.03E-10,0.203337589,,1.92E-10,0.191789165,,1.10E-08,0.110120718
10420000000,2.04E-10,0.203586267,,1.92E-10,0.191669236,,1.10E-08,0.110173573
10440000000,2.04E-10,0.203837561,,1.92E-10,0.191552613,,1.10E-08,0.110225292
10460000000,2.04E-10,0.204090429,,1.91E-10,0.191439004,,1.10E-08,0.110275554
10480000000,2.04E-10,0.204343821,,1.91E-10,0.191328119,,1.10E-08,0.110324047
10500000000,2.05E-10,0.20459668,,1.91E-10,0.191219674,,1.10E-08,0.110370466
10520000000,2.05E-10,0.204847951,,1.91E-10,0.191113393,,1.10E-08,0.110414518
10540000000,2.05E-10,0.205096578,,1.91E-10,0.191009002,,1.10E-08,0.110455918
